File accession	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Tissue_short	Age_short	Sex_short	Rep_short	Sample	Biological replicate(s)	Biosample type	Biosample organism	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR				Sample
ENCFF938LYK	mm10	ENCSR000AJU	total RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	LI	8w	NA	1	LI_8w_NA_1	1	tissue	Mus musculus	RNA	rRNA				reverse	6/30/14	ENCODE	see document	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF145ZRF/"	11784400	ENCODE Processing Pipeline	49c2e4dcb2e6d9e1422dfa9d993c07cb		https://www.encodeproject.org/files/ENCFF161ZNN/@@download/ENCFF161ZNN.tsv	M21			released	s3://encode-public/2021/04/15/14b1773c-a3a4-4708-a0fc-81b5b5054f3f/ENCFF161ZNN.tsv	ENCODE4 v1.2.3 mm10 M21	released							LI_8w_NA_1
ENCFF938LYK	mm10	ENCSR000AJU	total RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	LI	8w	NA	2	LI_8w_NA_2	2	tissue	Mus musculus	RNA	rRNA				reverse	6/30/14	ENCODE	see document	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF966RZK/"	11779551	ENCODE Processing Pipeline	57f1ba2cd09fa52454118ef8c3d18a96		https://www.encodeproject.org/files/ENCFF893QND/@@download/ENCFF893QND.tsv	M21			released	s3://encode-public/2021/04/15/eccb4764-6ba0-4864-8c7f-c525e9a7ad0b/ENCFF893QND.tsv	ENCODE4 v1.2.3 mm10 M21	released							LI_8w_NA_2
ENCFF938LYK	mm10	ENCSR000CHB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	8w	M	1	LI_8w_M_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	8/4/11	ENCODE	see document	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF812YVH/"	13139841	ENCODE Processing Pipeline	b9feddd43be6ca61424e2c592b3b95a0		https://www.encodeproject.org/files/ENCFF707BMF/@@download/ENCFF707BMF.tsv	M21			released	s3://encode-public/2021/03/15/62b627d1-11f2-45fe-9240-5c533b4e62e8/ENCFF707BMF.tsv	ENCODE4 v1.2.1 mm10 M21	released	"low replicate concordance, low read depth"	"insufficient read depth, insufficient read length, missing spikeins"					LI_8w_M_1
ENCFF938LYK	mm10	ENCSR000CHB	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	8w	M	2	LI_8w_M_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	8/4/11	ENCODE	see document	>200	2	2_1	"/files/ENCFF104WQI/, /files/ENCFF363TFV/"	13129243	ENCODE Processing Pipeline	84b370144f347f3a49c8abf0b3887540		https://www.encodeproject.org/files/ENCFF278FOV/@@download/ENCFF278FOV.tsv	M21			released	s3://encode-public/2021/03/15/08b07896-ce98-4160-8e85-52d42b94db18/ENCFF278FOV.tsv	ENCODE4 v1.2.1 mm10 M21	released	"low replicate concordance, low read depth"	"insufficient read depth, insufficient read length, missing spikeins"					LI_8w_M_2
ENCFF938LYK	mm10	ENCSR000CHE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	14.5	NA_BR	1	LI_14.5_NA_BR_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	5/4/12	ENCODE	see document	>200	1	1_1	"/files/ENCFF935EOT/, /files/ENCFF363TFV/"	13132448	ENCODE Processing Pipeline	0163e5b7c208677b8e62d85a4ef86455		https://www.encodeproject.org/files/ENCFF087JIM/@@download/ENCFF087JIM.tsv	M21			released	s3://encode-public/2021/03/15/53f145a9-e777-41f8-a8b3-3238e19c0962/ENCFF087JIM.tsv	ENCODE4 v1.2.1 mm10 M21	released	low replicate concordance	"insufficient read depth, insufficient read length, missing spikeins"					LI_14.5_NA_1
ENCFF938LYK	mm10	ENCSR000CHE	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	14.5	NA_BR	2	LI_14.5_NA_BR_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	5/4/12	ENCODE	see document	>200	2	2_1	"/files/ENCFF345UBQ/, /files/ENCFF363TFV/"	13132870	ENCODE Processing Pipeline	a078365e97234527276ad91a65e4c7ce		https://www.encodeproject.org/files/ENCFF702LBG/@@download/ENCFF702LBG.tsv	M21			released	s3://encode-public/2021/03/15/d21a272b-bb71-4874-9f68-ef8639b22079/ENCFF702LBG.tsv	ENCODE4 v1.2.1 mm10 M21	released	low replicate concordance	"insufficient read depth, insufficient read length, missing spikeins"					LI_14.5_NA_2
ENCFF938LYK	mm10	ENCSR096STK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	0	NA	1	LI_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF324FND/, /files/ENCFF363TFV/"	11899821	ENCODE Processing Pipeline	ec52f5ab7d852160d18ce3986aaa3a46		https://www.encodeproject.org/files/ENCFF410KMF/@@download/ENCFF410KMF.tsv	M21			released	s3://encode-public/2021/03/15/c1cd802e-c7c5-48f0-a1fb-1a2e4cab9137/ENCFF410KMF.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_0_NA_1
ENCFF938LYK	mm10	ENCSR096STK	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	0	NA	2	LI_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF147UJQ/, /files/ENCFF363TFV/"	11900185	ENCODE Processing Pipeline	c6bd4dc47e7c2b6a35a4414da8583217		https://www.encodeproject.org/files/ENCFF428SPP/@@download/ENCFF428SPP.tsv	M21			released	s3://encode-public/2021/03/15/60f76069-b583-4220-9b47-205dacbec269/ENCFF428SPP.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_0_NA_2
ENCFF938LYK	mm10	ENCSR216KLZ	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	LI	10w	F	2	LI_10w_F_2	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_2	"/files/ENCFF363TFV/, /files/ENCFF900VQL/"	11789225	ENCODE Processing Pipeline	06e3ef440160cc0df019999ac013110b		https://www.encodeproject.org/files/ENCFF835GOL/@@download/ENCFF835GOL.tsv	M21			released	s3://encode-public/2021/04/05/9d12ed6c-6bb4-4c92-8ff3-3d3f9ca299c5/ENCFF835GOL.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"						LI_10w_F_1
ENCFF938LYK	mm10	ENCSR216KLZ	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002107	liver	LI	10w	F	1	LI_10w_F_1	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF506VBI/"	11786171	ENCODE Processing Pipeline	998879aac0c3d04c7e80e993612084be		https://www.encodeproject.org/files/ENCFF680TRV/@@download/ENCFF680TRV.tsv	M21			released	s3://encode-public/2021/04/05/9d3b20f5-5225-472c-8720-c4f5862c4413/ENCFF680TRV.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"						LI_10w_F_1
ENCFF938LYK	mm10	ENCSR284AMY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	11.5	NA	1	LI_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF773NZH/"	11892852	ENCODE Processing Pipeline	b98e07619a57e303da1e79b33130e2bb		https://www.encodeproject.org/files/ENCFF557PQT/@@download/ENCFF557PQT.tsv	M21			released	s3://encode-public/2021/03/15/9b425868-35f2-4cd6-8c38-6bd7accb4d25/ENCFF557PQT.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_11.5_NA_1
ENCFF938LYK	mm10	ENCSR284AMY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	11.5	NA	2	LI_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF236ZBD/, /files/ENCFF363TFV/"	11890522	ENCODE Processing Pipeline	3dc4d99e3cf11f9076efb4abb36ae467		https://www.encodeproject.org/files/ENCFF414APX/@@download/ENCFF414APX.tsv	M21			released	s3://encode-public/2021/03/15/e17dfa0f-1fd7-4682-92e2-71b29443313d/ENCFF414APX.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_11.5_NA_2
ENCFF938LYK	mm10	ENCSR448MXQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	13.5	NA	1	LI_13.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF878GCK/"	11903726	ENCODE Processing Pipeline	9b586c87c2e7590dd1a0c6671bc42b57		https://www.encodeproject.org/files/ENCFF971KKK/@@download/ENCFF971KKK.tsv	M21			released	s3://encode-public/2021/03/15/8b9be81d-3817-4b38-8212-97625bfcb99c/ENCFF971KKK.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_13.5_NA_1
ENCFF938LYK	mm10	ENCSR448MXQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	13.5	NA	2	LI_13.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF496PLM/, /files/ENCFF363TFV/"	11902600	ENCODE Processing Pipeline	54d2d68eca834a931364d17ee1b94192		https://www.encodeproject.org/files/ENCFF042DVY/@@download/ENCFF042DVY.tsv	M21			released	s3://encode-public/2021/03/15/9a5987e2-ed1c-4864-8dd6-b4071792916a/ENCFF042DVY.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_13.5_NA_2
ENCFF938LYK	mm10	ENCSR611PTP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	15.5	NA	1	LI_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF458YXM/, /files/ENCFF363TFV/"	11895111	ENCODE Processing Pipeline	a0a0b1237dee4cd575f3a4b3cb765ad6		https://www.encodeproject.org/files/ENCFF726EGO/@@download/ENCFF726EGO.tsv	M21			released	s3://encode-public/2021/03/15/8c917e49-c3ed-48ff-93be-d4ed59e176da/ENCFF726EGO.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_15.5_NA_1
ENCFF938LYK	mm10	ENCSR611PTP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	15.5	NA	2	LI_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF634DHY/, /files/ENCFF363TFV/"	11909615	ENCODE Processing Pipeline	8fd60eb0709a111c9da00329a95a8c71		https://www.encodeproject.org/files/ENCFF979TLF/@@download/ENCFF979TLF.tsv	M21			released	s3://encode-public/2021/03/15/c0a21902-b9a6-488a-b49b-d66fec184feb/ENCFF979TLF.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_15.5_NA_2
ENCFF938LYK	mm10	ENCSR648YEP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	12.5	NA	1	LI_12.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF578IPX/"	11898532	ENCODE Processing Pipeline	5d08e1cdee45b7d2e5a7c85bc41077cf		https://www.encodeproject.org/files/ENCFF173NFQ/@@download/ENCFF173NFQ.tsv	M21			released	s3://encode-public/2021/03/15/bd00f154-941e-4723-99c1-ce50e27aafe4/ENCFF173NFQ.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_12.5_NA_1
ENCFF938LYK	mm10	ENCSR648YEP	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	12.5	NA	2	LI_12.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	5/3/16	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF977TGP/"	11894667	ENCODE Processing Pipeline	ae56bd29aa9bda2e88f52c90ec5267bf		https://www.encodeproject.org/files/ENCFF144DHB/@@download/ENCFF144DHB.tsv	M21			released	s3://encode-public/2021/03/15/a5358a94-b117-4bac-a997-1770457c508a/ENCFF144DHB.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_12.5_NA_2
ENCFF938LYK	mm10	ENCSR826HIQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	16.5	NA	1	LI_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF799PSN/, /files/ENCFF363TFV/"	11909098	ENCODE Processing Pipeline	2615bb24d16dbc55d2a58f038d61ad72		https://www.encodeproject.org/files/ENCFF760EZS/@@download/ENCFF760EZS.tsv	M21			released	s3://encode-public/2021/03/15/9193d11e-3268-4105-b966-dc96791a5c54/ENCFF760EZS.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_16.5_NA_1
ENCFF938LYK	mm10	ENCSR826HIQ	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	16.5	NA	2	LI_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF855MSP/, /files/ENCFF363TFV/"	11911041	ENCODE Processing Pipeline	969f8da145930ee2c9d96b0e133f8ab6		https://www.encodeproject.org/files/ENCFF620ZGA/@@download/ENCFF620ZGA.tsv	M21			released	s3://encode-public/2021/03/15/41e18020-9c4b-4e35-8f40-5b7aff3d8c42/ENCFF620ZGA.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_16.5_NA_2
ENCFF938LYK	mm10	ENCSR867YNV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	14.5	NA	1	LI_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF664CIX/, /files/ENCFF363TFV/"	11909219	ENCODE Processing Pipeline	172b24509b47c166235385e4a6ac7e8f		https://www.encodeproject.org/files/ENCFF578AKP/@@download/ENCFF578AKP.tsv	M21			released	s3://encode-public/2021/03/24/a66da34a-a7bb-4013-89a0-6ac582784438/ENCFF578AKP.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_14.5_NA_1
ENCFF938LYK	mm10	ENCSR867YNV	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002107	liver	LI	14.5	NA	2	LI_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF398XUI/"	11892883	ENCODE Processing Pipeline	818797e50b0ed8e16b4ee5e92e72eb72		https://www.encodeproject.org/files/ENCFF874NRO/@@download/ENCFF874NRO.tsv	M21			released	s3://encode-public/2021/03/24/0e187c85-e7af-4213-b448-97c8eaa0cc9e/ENCFF874NRO.tsv	ENCODE4 v1.2.1 mm10 M21	released							LI_14.5_NA_2
ENCFF938LYK	mm10	ENCSR000CHC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	8w	M	1	LU_8w_M_1	1	tissue	Mus musculus	polyadenylated mRNA					unstranded	8/4/11	ENCODE	see document	>200	1	1_1	"/files/ENCFF010QWX/, /files/ENCFF363TFV/"	13124107	ENCODE Processing Pipeline	156b8744479a23f96bfacf515178cb4c		https://www.encodeproject.org/files/ENCFF028AEL/@@download/ENCFF028AEL.tsv	M21			released	s3://encode-public/2021/03/15/3f90e9ad-1b5d-46b5-9374-af5e1071d1c1/ENCFF028AEL.tsv	ENCODE4 v1.2.1 mm10 M21	released	low read depth	"insufficient read length, missing spikeins"					LU_8w_M_1
ENCFF938LYK	mm10	ENCSR000CHC	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	8w	M	2	LU_8w_M_2	2	tissue	Mus musculus	polyadenylated mRNA					unstranded	8/4/11	ENCODE	see document	>200	2	2_1	"/files/ENCFF783CZO/, /files/ENCFF363TFV/"	13121822	ENCODE Processing Pipeline	b3d7f1f75effb2d20789bbd4e4add630		https://www.encodeproject.org/files/ENCFF499SRS/@@download/ENCFF499SRS.tsv	M21			released	s3://encode-public/2021/03/15/1127edde-83cd-48fc-a5da-ebbc3ac6fe6c/ENCFF499SRS.tsv	ENCODE4 v1.2.1 mm10 M21	released	low read depth	"insufficient read length, missing spikeins"					LU_8w_M_2
ENCFF938LYK	mm10	ENCSR039ADS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	14.5	NA	1	LU_14.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF481WSU/"	11889801	ENCODE Processing Pipeline	ff2dbde3d17417d3a5f72e66182c531c		https://www.encodeproject.org/files/ENCFF873ERX/@@download/ENCFF873ERX.tsv	M21			released	s3://encode-public/2021/03/15/52ab9af4-cfd9-4545-919d-407220a5f4f6/ENCFF873ERX.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_14.5_NA_1
ENCFF938LYK	mm10	ENCSR039ADS	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	14.5	NA	2	LU_14.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	12/17/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF563SGA/"	11890440	ENCODE Processing Pipeline	75ccaf1f0a2545f912b3d61aec7f888e		https://www.encodeproject.org/files/ENCFF722NZT/@@download/ENCFF722NZT.tsv	M21			released	s3://encode-public/2021/03/15/539d6e58-9ef9-4316-98fc-2a192fd366a4/ENCFF722NZT.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_14.5_NA_2
ENCFF938LYK	mm10	ENCSR457RRW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	15.5	NA	1	LU_15.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF083ECT/"	11897887	ENCODE Processing Pipeline	9b57019b44f0acb342c0d60b4948200b		https://www.encodeproject.org/files/ENCFF633HRL/@@download/ENCFF633HRL.tsv	M21			released	s3://encode-public/2021/03/15/ec2623ed-0294-4c58-bb21-2345890e3b6a/ENCFF633HRL.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_15.5_NA_1
ENCFF938LYK	mm10	ENCSR457RRW	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	15.5	NA	2	LU_15.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF899ZVZ/, /files/ENCFF363TFV/"	11895165	ENCODE Processing Pipeline	d69d2dc78f7bbaa08c6cb450253efb3a		https://www.encodeproject.org/files/ENCFF433XGS/@@download/ENCFF433XGS.tsv	M21			released	s3://encode-public/2021/03/15/6de5bf3b-fe63-45f9-987a-afa41b3df325/ENCFF433XGS.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_15.5_NA_2
ENCFF938LYK	mm10	ENCSR870AQU	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002048	lung	LU	10w	F	2	LU_10w_F_2	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_2	"/files/ENCFF368TCM/, /files/ENCFF363TFV/"	11794412	ENCODE Processing Pipeline	162a37209190b2ade71f44adc0972941		https://www.encodeproject.org/files/ENCFF322QGD/@@download/ENCFF322QGD.tsv	M21			released	s3://encode-public/2021/04/08/69a70dcd-9727-4695-a9e3-a0413ece5a80/ENCFF322QGD.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"	insufficient read depth					LU_10w_F_1
ENCFF938LYK	mm10	ENCSR870AQU	polyA plus RNA-seq	/mouse-donors/ENCDO072AAA/	UBERON:0002048	lung	LU	10w	F	1	LU_10w_F_1	1	tissue	Mus musculus	polyadenylated mRNA		RNeasy Lipid Tissue Mini Kit (QIAGEN cat#74804)			reverse	12/8/14	ENCODE	chemical (Illumina TruSeq)	350-450	1	1_1	"/files/ENCFF547XBE/, /files/ENCFF363TFV/"	11772599	ENCODE Processing Pipeline	30a3e3f4f8076095aaa5c2ea18dc450c		https://www.encodeproject.org/files/ENCFF025ZBM/@@download/ENCFF025ZBM.tsv	M21			released	s3://encode-public/2021/04/08/76ba75bd-5762-4da0-b4f5-7700e4dbb160/ENCFF025ZBM.tsv	ENCODE4 v1.2.3 mm10 M21	released	"low replicate concordance, low read depth"	insufficient read depth					LU_10w_F_1
ENCFF938LYK	mm10	ENCSR982MRY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	0	NA	1	LU_0_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF783ILP/"	11902110	ENCODE Processing Pipeline	3c4874c1cb195f0920c373277350a876		https://www.encodeproject.org/files/ENCFF386ZTW/@@download/ENCFF386ZTW.tsv	M21			released	s3://encode-public/2021/03/24/f63f8066-96c3-4ae6-bdca-3ecb22ef7093/ENCFF386ZTW.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_0_NA_1
ENCFF938LYK	mm10	ENCSR982MRY	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	0	NA	2	LU_0_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	6/23/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF019IHX/"	11895208	ENCODE Processing Pipeline	df7950525f1cdd1f9a187d1ad00957ee		https://www.encodeproject.org/files/ENCFF062VDK/@@download/ENCFF062VDK.tsv	M21			released	s3://encode-public/2021/03/24/4acb7b55-1517-4bf4-bd0e-2ad4ec5222cd/ENCFF062VDK.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_0_NA_2
ENCFF938LYK	mm10	ENCSR992WBR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	16.5	NA	1	LU_16.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF363TFV/, /files/ENCFF988ZTR/"	11897250	ENCODE Processing Pipeline	8903f4dd28ce7e46d31ad7bc58c0e2c6		https://www.encodeproject.org/files/ENCFF785KAJ/@@download/ENCFF785KAJ.tsv	M21			released	s3://encode-public/2021/03/24/3600f960-cbe7-4c03-9f93-2dfe40e248a4/ENCFF785KAJ.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_16.5_NA_1
ENCFF938LYK	mm10	ENCSR992WBR	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0002048	lung	LU	16.5	NA	2	LU_16.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	10/13/15	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF363TFV/, /files/ENCFF286RZW/"	11878100	ENCODE Processing Pipeline	99bcaba30ab88055af12ff19c1bb4e4e		https://www.encodeproject.org/files/ENCFF149DGU/@@download/ENCFF149DGU.tsv	M21			released	s3://encode-public/2021/03/24/5fb871f6-8142-4421-8ba2-bd7cb0ff7738/ENCFF149DGU.tsv	ENCODE4 v1.2.1 mm10 M21	released							LU_16.5_NA_2
ENCFF938LYK	mm10	ENCSR307BCA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	11.5	NA	1	MB_11.5_NA_1	1	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	1	1_1	"/files/ENCFF786RYK/, /files/ENCFF363TFV/"	11901926	ENCODE Processing Pipeline	da6c2ab900e5d3f203e3b0b624c77ac8		https://www.encodeproject.org/files/ENCFF094JLI/@@download/ENCFF094JLI.tsv	M21			released	s3://encode-public/2021/03/15/10ab6763-ea7c-431a-a3ae-8502ae32a5a2/ENCFF094JLI.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_11.5_NA_1
ENCFF938LYK	mm10	ENCSR307BCA	polyA plus RNA-seq	/mouse-donors/ENCDO956IXV/	UBERON:0001891	midbrain	MB	11.5	NA	2	MB_11.5_NA_2	2	tissue	Mus musculus	polyadenylated mRNA		Ambion mirVana			unstranded	11/20/14	ENCODE	chemical (Nextera tagmentation)	>200	2	2_1	"/files/ENCFF187RGY/, /files/ENCFF363TFV/"	11910124	ENCODE Processing Pipeline	b9088477998f9d19864f8157ab024c04		https://www.encodeproject.org/files/ENCFF184FWR/@@download/ENCFF184FWR.tsv	M21			released	s3://encode-public/2021/03/15/a1880274-32c8-4c67-8faa-7b612e223d36/ENCFF184FWR.tsv	ENCODE4 v1.2.1 mm10 M21	released							MB_11.5_NA_2
